500, 65536
1000, 65536
1500, 65536
2000, 65536
2500, 65536
3000, 65536
3500, 65536
4000, 65536
4500, 65536
5000, 65536
5500, 65536
6000, 65536
6500, 65536
7000, 65536
7500, 65536
8000, 65536
8500, 65536
9000, 65536
9500, 65536
10000, 65536
10500, 65536
11000, 65536
11500, 65536
12000, 65536
12500, 65536
13000, 65536
13500, 65536
14000, 65536
14500, 65536
15000, 65536
15500, 65536
16000, 65536
16500, 65536
17000, 65536
17500, 65536
18000, 65536
18500, 65536
19000, 65536
19500, 65536
20000, 65536
20500, 65536
21000, 65536
21500, 65536
22000, 65536
22500, 65536
23000, 65536
23500, 65536
24000, 65536
24500, 65536
25000, 65536
25500, 65536
26000, 65536
26500, 65536
27000, 65536
27500, 65536
28000, 65536
28500, 65536
29000, 65536
29500, 65536
30000, 65536
30500, 65536
31000, 65536
31500, 65536
32000, 65536
32500, 65536
33000, 65536
33500, 65536
34000, 65536
34500, 65536
35000, 65536
35500, 65536
36000, 65536
36500, 65536
37000, 65536
37500, 65536
38000, 65536
38500, 65536
39000, 65536
39500, 65536
40000, 65536
40500, 65536
41000, 65536
41500, 65536
42000, 65536
42500, 65536
43000, 65536
43500, 65536
44000, 65536
44500, 65536
45000, 65536
45500, 65536
46000, 65536
46500, 65536
47000, 65536
47500, 65536
48000, 65536
48500, 65536
49000, 65536
49500, 65536
50000, 65536
50500, 65536
51000, 65536
51500, 65536
52000, 65536
52500, 65536
53000, 65536
53500, 65536
54000, 65536
54500, 65536
55000, 65536
55500, 65536
56000, 65536
56500, 65536
57000, 65536
57500, 65536
58000, 65536
58500, 65536
59000, 65536
59500, 65536
60000, 65536
60500, 65536
61000, 65536
61500, 65536
62000, 65536
62500, 65536
63000, 65536
63500, 65536
64000, 65536
64500, 65536
65000, 65536
65500, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
66000, 65536
